giorno,mese,anno,stagione,animale,Altacq,quadr,dist,bosco,tmina,tmaxa,tmeda,tminr,tmaxr,tmediar,deltmin,deltmac,deltmed,altcmin,altcmax,altcmed,delqmed,delqmax,delqmin,oreluce,activore
21,9,2009,4,5999,950,62,2,2,11,15.3,13.2,20,30,23.2,9.0,14.7,10.0,1,1,2,3,3,2,12.13,16
22,9,2009,4,5999,950,62,2,1,12.4,20.2,16.3,22,28,23.8,9.6,7.8,7.5,2,2,2,2,2,2,12.10,14
23,9,2009,4,5999,950,62,2,2,12.4,20.8,16.6,20,33,24.2,7.6,12.2,7.6,2,2,1,2,2,3,12.07,4
24,9,2009,4,5999,950,62,2,2,12.3,21.3,16.8,16,27,21.1,3.7,5.7,4.3,3,3,2,1,1,2,12.05,2
25,9,2009,4,5999,950,62,2,2,11.9,19.7,15.8,19,28,23.6,7.1,8.3,7.8,2,2,2,2,2,2,12.02,18
26,9,2009,4,5999,950,62,2,1,11.5,19,15.3,20,40,25.2,8.5,21.0,9.9,2,2,2,2,2,2,11.58,0
27,9,2009,4,5999,950,62,2,1,11,18.8,14.9,20,28,23.5,9.0,9.2,8.6,1,1,2,3,3,2,11.55,20
28,9,2009,4,5999,950,62,2,1,11.6,20.4,16,20,29,24.0,8.4,8.6,8.0,1,1,2,3,3,2,11.52,18
29,9,2009,4,5999,950,62,2,1,13.9,20.5,17.2,19,32,23.3,5.1,11.5,6.1,2,2,2,2,2,2,11.49,12
30,9,2009,4,5999,950,62,2,1,12.9,19.3,16.1,18,28,22.6,5.1,8.7,6.5,1,1,2,3,3,2,11.47,4
1,10,2009,4,5999,950,62,2,2,12.6,16.6,14.6,20,28,22.6,7.4,11.4,8.0,1,1,1,3,3,3,11.44,2
2,10,2009,4,5999,950,62,2,1,12,19.7,15.9,18,39,23.0,6.0,19.3,7.1,1,1,1,3,3,3,11.40,20
3,10,2009,4,5999,950,62,2,1,10.4,17.6,14,18,28,22.0,7.6,10.4,8.0,1,1,2,3,3,2,11.37,12
4,10,2009,4,5999,950,62,2,1,11.6,18.1,14.9,17,29,21.0,5.4,10.9,6.1,1,1,1,3,3,3,11.34,18
5,10,2009,4,5999,950,62,2,1,11.4,17.7,14.6,18,32,22.3,6.6,14.3,7.7,1,1,1,3,3,3,11.32,20
6,10,2009,4,5999,950,62,2,1,12.3,14.8,13.6,19,26,22.3,6.7,11.2,8.7,1,1,2,3,3,2,11.29,10
7,10,2009,4,5999,950,62,2,2,12.3,17.4,14.9,18,27,22.7,5.7,9.6,7.8,1,1,2,3,3,2,11.25,16
8,10,2009,4,5999,950,62,2,2,14.2,20.7,17.5,18,35,22.7,3.8,14.3,5.2,2,2,2,2,2,2,11.22,10
9,10,2009,4,5999,950,62,2,1,11.9,18.3,15.1,19,26,21.9,7.1,7.7,6.8,1,1,2,3,3,2,11.19,8
10,10,2009,4,5999,950,62,2,2,11.5,14.6,13.1,18,23,19.6,6.5,8.4,6.5,3,3,2,1,1,2,11.17,2
11,10,2009,4,5999,950,45,1,2,11,18.5,14.8,16,24,19.2,5.0,5.5,4.4,3,3,3,1,1,1,11.14,22
12,10,2009,4,5999,950,45,1,2,6.3,13.2,9.8,12,18,15.8,5.7,4.8,6.0,3,3,3,1,1,1,11.10,8
13,10,2009,4,5999,950,45,1,3,3.9,12.5,8.2,12,23,14.5,8.1,10.5,6.3,3,3,3,1,1,1,11.08,20
14,10,2009,4,5999,950,45,1,2,1.4,10.4,5.9,8,16,11.8,6.6,5.6,5.9,3,3,3,1,1,1,11.05,8
15,10,2009,4,5999,950,45,1,2,-0.2,8.7,4.3,7,18,11.7,7.2,9.3,7.4,3,3,3,1,1,1,11.02,2
16,10,2009,4,5999,950,45,1,2,0.2,8.8,4.5,8,19,12.6,7.8,10.2,8.1,3,3,3,1,2,1,10.58,12
17,10,2009,4,5999,950,45,1,2,1.9,9.3,5.6,10,20,13.3,8.1,10.7,7.7,3,3,3,1,1,1,10.56,0
18,10,2009,4,5999,950,45,1,2,1.8,8,4.9,9,18,11.8,7.2,10.0,6.9,3,3,3,1,1,1,10.53,8
19,10,2009,4,5999,950,63,1,2,0.1,6.8,3.5,8,15,11.1,7.9,8.2,7.6,3,3,3,1,1,1,10.51,6
20,10,2009,4,5999,950,62,2,2,0.1,9,4.6,9,16,13.1,8.9,7.0,8.5,3,3,2,1,1,2,10.47,0
21,10,2009,4,5999,950,45,1,2,5.1,10.6,7.9,11,17,13.9,5.9,6.4,6.0,3,3,3,1,1,1,10.44,22
22,10,2009,4,5999,950,45,1,1,8.8,11.7,10.3,13,19,16.1,4.2,7.3,5.8,3,3,3,1,1,1,10.42,22
23,10,2009,4,5999,950,62,2,2,6.7,9.8,8.3,11,18,14.0,4.3,8.2,5.7,3,3,2,1,1,2,10.38,16
24,10,2009,4,5999,950,62,2,2,6.3,11.3,8.8,13,21,15.5,6.7,9.7,6.7,3,3,2,1,1,2,10.36,4
25,10,2009,4,5999,950,45,1,2,6.3,13.7,10,12,18,14.6,5.7,4.3,4.6,3,3,3,1,1,1,10.33,0
26,10,2009,4,5999,950,45,1,2,7,16,11.5,13,25,17.6,6.0,9.0,6.1,3,3,3,1,1,1,10.31,6
27,10,2009,4,5999,950,45,1,2,7.1,14.9,11,14,34,18.2,6.9,19.1,7.2,3,3,3,1,1,1,10.27,8
28,10,2009,4,5999,950,45,1,1,6.7,14.8,10.8,14,22,16.4,7.3,7.2,5.6,3,3,3,1,1,1,10.25,0
29,10,2009,4,5999,950,45,1,3,7.9,15.4,11.7,13,20,16.6,5.1,4.6,4.9,3,3,3,1,1,1,10.22,2
30,10,2009,4,5999,950,45,1,2,4.2,12.4,8.3,13,23,15.2,8.8,10.6,6.9,3,3,3,1,1,1,10.19,2
31,10,2009,4,5999,950,45,1,2,2.7,10.1,6.4,9,17,12.8,6.3,6.9,6.4,3,3,3,1,2,1,10.16,12
1,11,2009,4,5999,950,45,1,3,2.7,15.4,9.1,9,22,14.6,6.3,6.6,5.5,3,3,3,1,1,1,10.14,8
2,11,2009,4,5999,950,45,1,2,4,8.7,6.4,9,14,11.9,5.0,5.3,5.5,3,3,3,1,1,1,10.11,22
3,11,2009,4,5999,950,45,1,2,2.7,8.7,5.7,7,21,13.7,4.3,12.3,8.0,3,3,3,1,1,1,10.08,4
4,11,2009,4,5999,950,45,1,3,3.9,9,6.5,9,14,12.3,5.1,5.0,5.8,3,3,3,1,1,1,10.06,10
5,11,2009,4,5999,950,45,1,2,4.1,7.7,5.9,10,16,12.6,5.9,8.3,6.7,3,3,3,1,1,1,10.03,14
6,11,2009,4,5999,950,45,1,2,2.1,6.8,4.5,10,21,13.7,7.9,14.2,9.2,3,3,3,1,1,1,10.01,22
7,11,2009,4,5999,950,45,1,2,2.6,7.4,5,8,14,11.8,5.4,6.6,6.8,3,3,3,1,1,1,9.58,10
8,11,2009,4,5999,950,35,1,3,0.5,5.1,2.8,8,15,10.0,7.5,9.9,7.2,3,3,3,1,1,1,9.55,20
9,11,2009,4,5999,950,35,1,3,3.9,6.4,5.2,10,17,12.8,6.1,10.6,7.6,3,3,3,1,1,1,9.53,2
10,11,2009,4,5999,950,35,1,3,2.2,5.1,3.7,9,17,12.2,6.8,11.9,8.5,3,3,3,1,1,1,9.51,0
11,11,2009,4,5999,950,54,1,3,2.5,11.1,6.8,9,19,13.2,6.5,7.9,6.4,3,3,3,1,1,1,9.48,14
12,11,2009,4,5999,950,54,1,2,4.6,8.7,6.7,9,15,12.3,4.4,6.3,5.6,3,3,3,1,1,1,9.46,14
13,11,2009,4,5999,950,35,1,3,6.3,8.7,7.5,12,16,14.0,5.7,7.3,6.5,3,3,3,1,1,1,9.44,8
14,11,2009,4,5999,950,45,1,3,7.8,9.4,8.6,13,17,14.6,5.2,7.6,6.0,3,3,3,1,1,1,9.41,20
15,11,2009,4,5999,950,45,1,3,8.7,9.9,9.3,14,18,15.8,5.3,8.1,6.5,3,3,3,1,1,1,9.39,8
16,11,2009,4,5999,950,45,1,3,9,11.2,10.1,14,18,16.2,5.0,6.8,6.1,3,3,3,1,1,1,9.37,2
17,11,2009,4,5999,950,45,1,3,9.2,11.4,10.3,15,18,16.2,5.8,6.6,5.9,3,3,3,1,1,1,9.35,16
18,11,2009,4,5999,950,35,1,3,6.7,15.3,11,14,19,16.4,7.3,3.7,5.4,3,3,3,1,1,1,9.32,4
19,11,2009,4,5999,950,35,1,3,5.2,13.5,9.4,12,25,15.8,6.8,11.5,6.4,3,3,3,1,1,1,9.30,10
20,11,2009,4,5999,950,45,1,3,5.2,17.3,11.3,12,24,16.6,6.8,6.7,5.3,3,3,3,1,2,1,9.28,20
21,11,2009,4,5999,950,45,1,3,6.9,14,10.5,13,25,16.1,6.1,11.0,5.6,3,3,3,1,1,1,9.26,22
22,11,2009,4,5999,950,45,1,3,5.7,8.7,7.2,9,15,12.9,3.3,6.3,5.7,3,3,3,1,1,1,9.24,8
23,11,2009,4,5999,950,45,1,3,7.5,8.9,8.2,11,17,13.9,3.5,8.1,5.7,3,3,3,1,1,1,9.22,18
24,11,2009,4,5999,950,35,1,3,6.8,9.7,8.3,12,18,14.4,5.2,8.3,6.1,3,3,3,1,1,1,9.21,20
25,11,2009,4,5999,950,45,1,3,6.2,11.6,8.9,11,20,14.0,4.8,8.4,5.1,3,3,3,1,2,1,9.18,4
26,11,2009,4,5999,950,45,1,3,6.4,8.4,7.4,12,15,13.1,5.6,6.6,5.7,3,3,3,1,1,1,9.16,6
27,11,2009,4,5999,950,45,1,3,6.4,9,7.7,11,16,13.0,4.6,7.0,5.3,3,3,3,1,1,1,9.15,20
28,11,2009,4,5999,950,45,1,3,5.8,10.1,8,11,16,12.9,5.2,5.9,4.9,3,3,3,1,1,1,9.13,14
29,11,2009,4,5999,950,45,1,3,5.1,9.3,7.2,11,14,12.8,5.9,4.7,5.6,3,3,3,1,2,1,9.12,12
30,11,2009,4,5999,950,35,1,3,3.1,9.1,6.1,8,15,11.4,4.9,5.9,5.3,3,3,3,1,1,1,9.11,10
1,12,2009,1,5999,950,35,1,3,1.5,4.1,2.8,7,14,10.0,5.5,9.9,7.2,3,3,3,1,1,1,9.08,0
2,12,2009,1,5999,950,63,1,3,1,7.4,4.2,6,17,9.9,5.0,9.6,5.7,3,3,2,1,2,2,9.07,4
3,12,2009,1,5999,950,62,2,3,1.9,7.6,4.8,7,19,11.8,5.1,11.4,7.0,3,3,2,1,1,2,9.06,2
4,12,2009,1,5999,950,47,1,3,-0.9,4,1.6,3,13,6.9,3.9,9.0,5.3,3,3,2,1,1,2,9.04,12
5,12,2009,1,5999,950,47,1,2,0.1,4.4,2.3,6,15,10.8,5.9,10.6,8.5,3,3,2,1,1,2,9.03,0
6,12,2009,1,5999,950,47,1,2,2.8,7.6,5.2,6,22,11.4,3.2,14.4,6.2,3,3,3,1,1,1,9.02,20
7,12,2009,1,5999,950,45,1,3,5.2,7.5,6.4,10,14,11.2,4.8,6.5,4.8,3,3,3,1,1,1,9.01,16
8,12,2009,1,5999,950,45,1,3,3,7.7,5.4,8,14,11.1,5.0,6.3,5.7,3,3,3,1,1,1,9.00,16
9,12,2009,1,5999,950,54,1,3,1.5,7.5,4.5,7,19,11.4,5.5,11.5,6.9,3,3,3,1,1,1,8.59,16
10,12,2009,1,5999,950,,2,3,2.7,10,6.4,7,11,8.2,4.3,1.0,1.8,1,1,1,1,1,1,8.58,0
11,12,2009,1,5999,950,45,1,2,1.1,8.7,4.9,8,11,9.9,6.9,2.3,5.0,3,3,3,1,2,1,8.58,4
12,12,2009,1,5999,950,44,1,2,-0.9,5.8,2.5,6,17,10.0,6.9,11.2,7.5,3,3,3,1,2,1,8.57,16
13,12,2009,1,5999,950,45,1,3,-2.6,-0.2,-1.4,4,10,7.4,6.6,10.2,8.8,3,3,3,1,1,1,8.56,22
14,12,2009,1,5999,950,35,1,3,-4.1,-2.6,-3.4,4,9,5.8,8.1,11.6,9.2,3,3,3,1,1,1,8.55,14
15,12,2009,1,5999,950,36,1,3,-5.8,-4,-4.9,3,9,4.5,8.8,13.0,9.4,3,3,3,1,1,1,8.54,12
16,12,2009,1,5999,950,,2,3,-6.8,-0.8,-3.8,3,20,8.2,9.8,20.8,12.0,3,3,3,1,1,1,8.55,10
17,12,2009,1,5999,950,63,1,3,-5.6,-1.6,-3.6,2,9,6.0,7.6,10.6,9.6,3,3,2,1,1,2,8.54,22
18,12,2009,1,5999,950,63,1,2,-8,-2,-5,2,16,6.7,10.0,18.0,11.7,2,2,2,2,2,2,8.53,2
19,12,2009,1,5999,950,62,2,3,-10.1,-5.2,-7.7,-2,11,3.8,8.1,16.2,11.5,2,3,2,2,1,2,8.54,14
20,12,2009,1,5999,950,35,1,3,-10,-1.8,-5.9,-3,17,3.2,7.0,18.8,9.1,3,3,3,1,1,1,8.53,8
21,12,2009,1,5999,950,35,1,3,-3.4,2.2,-0.6,2,8,4.8,5.4,5.8,5.4,3,3,3,1,1,1,8.54,4
22,12,2009,1,5999,950,,2,3,2.2,8.7,5.5,4,12,9.3,1.8,3.3,3.8,3,3,3,1,1,1,8.53,22
23,12,2009,1,5999,950,35,1,3,6.9,8.7,7.8,10,16,12.7,3.1,7.3,4.9,3,3,3,1,1,1,8.54,0
24,12,2009,1,5999,950,45,1,3,7.6,10.1,8.9,12,16,13.5,4.4,5.9,4.6,3,3,3,1,1,1,8.53,4
25,12,2009,1,5999,950,45,1,3,3.9,9.9,6.9,11,15,13.0,7.1,5.1,6.1,3,3,3,1,1,1,8.54,10
26,12,2009,1,5999,950,45,1,2,-0.9,4.7,1.9,5,14,9.3,5.9,9.3,7.4,3,3,3,1,1,1,8.54,22
27,12,2009,1,5999,950,45,1,3,-0.6,4.5,2,5,16,10.1,5.6,11.5,8.1,3,3,3,1,1,1,8.54,10
28,12,2009,1,5999,950,35,1,3,1.6,4.4,3,6,13,9.4,4.4,8.6,6.4,3,3,3,1,1,1,8.55,22
29,12,2009,1,5999,950,45,1,3,2.1,7.5,4.8,10,13,11.0,7.9,5.5,6.2,3,3,3,1,1,1,8.56,12
30,12,2009,1,5999,950,45,1,2,7.4,9.4,8.4,11,14,13.1,3.6,4.6,4.7,3,3,3,1,1,1,8.57,0
31,12,2009,1,5999,950,45,1,2,5.1,7.9,6.5,9,14,12.1,3.9,6.1,5.6,3,3,3,1,1,1,8.56,8
1,1,2010,1,5999,950,45,1,3,2.2,5.1,3.7,8,12,10.0,5.8,6.9,6.3,3,3,3,1,1,1,8.57,22
2,1,2010,1,5999,950,45,1,2,-3,5,1,7,22,11.3,10.0,17.0,10.3,3,3,3,1,1,1,8.58,22
3,1,2010,1,5999,950,45,1,2,-4.4,0.2,-2.1,4,17,8.4,8.4,16.8,10.5,3,3,3,1,1,1,8.59,14
4,1,2010,1,5999,950,45,1,3,-5,-1.8,-3.4,4,8,5.4,9.0,9.8,8.8,3,3,3,1,1,1,9.00,14
5,1,2010,1,5999,950,35,1,3,-5.1,-2.6,-3.9,4,8,5.4,9.1,10.6,9.3,3,3,3,1,1,1,9.01,10
6,1,2010,1,5999,950,45,1,3,-3.2,2.1,-0.6,5,10,7.3,8.2,7.9,7.9,3,3,3,1,1,1,9.03,20
7,1,2010,1,5999,950,45,1,3,-0.3,2.1,0.9,6,16,9.1,6.3,13.9,8.2,3,3,3,1,1,1,9.04,0
8,1,2010,1,5999,950,35,1,3,-0.7,4.3,1.8,6,9,7.8,6.7,4.7,6.0,3,3,3,1,1,1,9.05,22
9,1,2010,1,5999,950,45,1,2,-0.9,4.8,2,3,11,6.9,3.9,6.2,4.9,3,3,3,1,1,1,9.06,2
10,1,2010,1,5999,950,45,1,3,-1.6,0.4,-0.6,7,17,9.5,8.6,16.6,10.1,3,3,3,1,1,1,9.07,4
11,1,2010,1,5999,950,35,1,3,-2,0.8,-0.6,8,12,9.7,10.0,11.2,10.3,3,3,3,1,1,1,9.10,20
12,1,2010,1,5999,950,35,1,3,-0.8,2.4,0.8,9,15,10.8,9.8,12.6,10.0,3,3,3,1,1,1,9.11,16
13,1,2010,1,5999,950,35,1,3,-1.9,0.3,-0.8,7,12,9.6,8.9,11.7,10.4,3,3,3,1,1,1,9.13,22
14,1,2010,1,5999,950,35,1,3,-3.3,3.6,0.2,7,20,11.5,10.3,16.4,11.3,3,3,3,1,1,1,9.14,18
15,1,2010,1,5999,950,46,1,3,-1.8,0.1,-0.9,8,12,10.0,9.8,11.9,10.9,3,3,3,1,1,1,9.15,10
16,1,2010,1,5999,950,36,1,3,-3.2,1.3,-1,6,17,9.6,9.2,15.7,10.6,3,3,3,1,1,1,9.18,10
17,1,2010,1,5999,950,35,1,3,-3,2.2,-0.4,7,15,9.6,10.0,12.8,10.0,3,3,3,1,1,1,9.20,6
18,1,2010,1,5999,950,35,1,3,-2.6,0.1,-1.3,7,18,9.9,9.6,17.9,11.2,3,3,3,1,1,1,9.21,0
19,1,2010,1,5999,950,35,1,3,-1.7,5.4,1.9,5,25,10.8,6.7,19.6,8.9,3,3,3,1,1,1,9.23,18
20,1,2010,1,5999,950,35,1,3,-0.9,4.1,1.6,6,26,11.8,6.9,21.9,10.2,3,3,3,1,1,1,9.25,0
21,1,2010,1,5999,950,35,1,3,-3.2,2.8,-0.2,7,20,10.5,10.2,17.2,10.7,3,3,3,1,1,1,9.27,20
22,1,2010,1,5999,950,46,1,3,-4.1,-0.3,-2.2,6,14,8.4,10.1,14.3,10.6,3,3,3,1,1,1,9.29,8
23,1,2010,1,5999,950,35,1,3,-4.7,0.9,-1.9,4,21,9.4,8.7,20.1,11.3,3,3,3,1,1,1,9.32,4
24,1,2010,1,5999,950,35,1,3,-3.9,2.1,-0.9,6,18,9.8,9.9,15.9,10.7,3,3,3,1,1,1,9.34,22
25,1,2010,1,5999,950,36,1,2,-3.7,-2,-2.9,7,11,8.6,10.7,13.0,11.5,3,3,3,1,1,1,9.35,12
26,1,2010,1,5999,950,36,1,3,-4.7,-3.2,-4,3,10,6.6,7.7,13.2,10.6,3,3,3,1,1,1,9.38,4
27,1,2010,1,5999,950,35,1,3,-5.6,-2,-3.8,4,19,8.0,9.6,21.0,11.8,3,3,3,1,1,1,9.40,10
28,1,2010,1,5999,950,35,1,3,-5,1.7,-1.7,4,14,8.0,9.0,12.3,9.7,3,3,3,1,1,1,9.42,12
29,1,2010,1,5999,950,,2,3,-3.2,1,-1.1,2,13,7.3,5.2,12.0,8.4,3,3,3,1,1,1,9.45,2
30,1,2010,1,5999,950,35,1,3,-3.2,2.3,-0.5,3,14,8.0,6.2,11.7,8.5,3,3,3,1,1,1,9.47,10
31,1,2010,1,5999,950,,2,3,-6.9,-3.2,-5.1,4,9,6.3,10.9,12.2,11.4,3,3,3,1,1,1,9.49,12
1,2,2010,1,5999,950,35,1,3,-6.7,0.2,-3.3,2,23,8.9,8.7,22.8,12.2,3,3,3,1,1,1,9.52,8
2,2,2010,1,5999,950,45,1,2,-3.9,2.1,-0.9,2,32,8.7,5.9,29.9,9.6,3,3,3,1,1,1,9.55,0
3,2,2010,1,5999,950,,2,3,-1.3,2.7,0.7,4,12,7.7,5.3,9.3,7.0,3,3,3,1,1,1,9.58,2
4,2,2010,1,5999,950,45,1,2,2.1,3.9,3,8,13,10.7,5.9,9.1,7.7,3,3,3,1,1,1,10.00,20
5,2,2010,1,5999,950,45,1,3,1.9,4.1,3,7,12,8.9,5.1,7.9,5.9,3,3,3,1,1,1,10.02,10
6,2,2010,1,5999,950,45,1,3,-0.5,1.4,0.5,4,9,6.8,4.5,7.6,6.3,3,3,3,1,1,1,10.05,18
7,2,2010,1,5999,950,45,1,2,-1.4,2.6,0.6,7,22,10.3,8.4,19.4,9.7,3,3,3,1,1,1,10.08,18
8,2,2010,1,5999,950,45,1,2,-3.2,2.1,-0.6,7,18,10.7,10.2,15.9,11.3,3,3,3,1,1,1,10.11,2
9,2,2010,1,5999,950,45,1,3,-3.2,-0.4,-1.8,7,13,9.3,10.2,13.4,11.1,3,3,3,1,1,1,10.13,10
10,2,2010,1,5999,950,45,1,3,-2.7,-1.7,-2.2,4,10,6.3,6.7,11.7,8.5,3,3,3,1,1,1,10.16,12
11,2,2010,1,5999,950,35,1,3,-3.4,-0.9,-2.2,5,16,7.9,8.4,16.9,10.1,3,3,3,1,1,1,10.19,12
12,2,2010,1,5999,950,35,1,3,-4.3,-2.2,-3.3,5,12,7.7,9.3,14.2,11.0,3,3,3,1,1,1,10.21,2
13,2,2010,1,5999,950,35,1,3,-3.2,2.8,-0.2,5,23,10.5,8.2,20.2,10.7,3,3,3,1,1,1,10.24,6
14,2,2010,1,5999,950,45,1,2,-2.9,1.4,-0.8,7,16,10.0,9.9,14.6,10.8,3,3,3,1,1,1,10.27,2
15,2,2010,1,5999,950,45,1,3,-3.9,3.7,-0.1,7,20,11.7,10.9,16.3,11.8,3,3,3,1,1,1,10.30,22
16,2,2010,1,5999,950,35,1,3,-0.9,1.3,0.2,7,13,9.8,7.9,11.7,9.6,3,3,3,1,1,1,10.33,4
17,2,2010,1,5999,950,45,1,2,-0.5,4.8,2.2,10,17,12.7,10.5,12.2,10.5,3,3,3,1,1,1,10.36,20
18,2,2010,1,5999,950,45,1,2,1.6,6.3,4,9,14,10.9,7.4,7.7,6.9,3,3,3,1,1,1,10.38,0
19,2,2010,1,5999,950,45,1,3,4.7,7.5,6.1,10,15,11.9,5.3,7.5,5.8,3,3,3,1,1,1,10.42,12
20,2,2010,1,5999,950,45,1,2,-1.1,4.9,1.9,8,13,10.4,9.1,8.1,8.5,3,3,3,1,1,1,10.44,8
21,2,2010,1,5999,950,45,1,2,-0.8,4.7,2,7,29,11.9,7.8,24.3,9.9,3,3,3,1,1,1,10.47,4
22,2,2010,1,5999,950,45,1,2,1.4,4.7,3.1,8,25,11.9,6.6,20.3,8.8,3,3,3,1,1,1,10.50,10
23,2,2010,1,5999,950,45,1,1,2.4,6.3,4.4,9,14,11.6,6.6,7.7,7.2,3,3,3,1,1,1,10.53,4
24,2,2010,1,5999,950,45,1,1,3.9,6.3,5.1,12,16,13.8,8.1,9.7,8.7,3,3,3,1,1,1,10.55,0
25,2,2010,1,5999,950,45,1,2,3.9,6.6,5.3,5,20,11.9,1.1,13.4,6.6,3,3,3,1,1,1,10.59,8
26,2,2010,1,5999,950,45,1,2,4.2,8.6,6.4,10,19,12.4,5.8,10.4,6.0,3,3,3,1,1,1,11.02,0
27,2,2010,1,5999,950,45,1,2,3.9,8.8,6.4,8,17,12.5,4.1,8.2,6.1,3,3,3,1,1,1,11.04,2
28,2,2010,1,5999,950,45,1,1,4.2,7.6,5.9,11,14,12.7,6.8,6.4,6.8,3,3,3,1,1,1,11.08,4
1,3,2010,2,5999,950,45,1,3,4.1,8,6.1,11,21,14.7,6.9,13.0,8.6,3,3,3,1,1,1,11.11,2
2,3,2010,2,5999,950,45,1,2,4,9.1,6.6,10,21,13.7,6.0,11.9,7.1,3,3,3,1,1,1,11.13,0
3,3,2010,2,5999,950,45,1,3,1.1,6.6,3.9,10,17,12.4,8.9,10.4,8.5,3,3,3,1,1,1,11.16,22
4,3,2010,2,5999,950,45,1,3,-0.4,1.2,0.4,4,12,7.7,4.4,10.8,7.3,3,3,3,1,1,1,11.20,8
5,3,2010,2,5999,950,35,1,3,-4.1,-0.1,-2.1,5,13,9.1,9.1,13.1,11.2,3,3,3,1,1,1,11.23,20
6,3,2010,2,5999,950,45,1,3,-6.4,0.4,-3,6,24,9.9,12.4,23.6,12.9,3,3,3,1,1,1,11.25,12
7,3,2010,2,5999,950,,2,3,-4.4,-1.5,-3,6,10,8.3,10.4,11.5,11.3,3,3,3,1,1,1,11.29,16
8,3,2010,2,5999,950,45,1,2,-6.6,-2.7,-4.7,4,19,8.2,10.6,21.7,12.9,3,3,3,1,1,1,11.32,14
9,3,2010,2,5999,950,45,1,2,-6.7,-4.2,-5.5,2,8,4.4,8.7,12.2,9.9,3,3,3,1,1,1,11.35,20
10,3,2010,2,5999,950,35,1,3,-4.9,-3.2,-4.1,1,8,4.9,5.9,11.2,9.0,3,3,3,1,1,1,11.37,12
11,3,2010,2,5999,950,46,1,3,-5.4,0.3,-2.6,6,18,10.2,11.4,17.7,12.8,3,3,3,1,1,1,11.41,6
12,3,2010,2,5999,950,45,1,2,-3.2,0.9,-1.2,4,17,10.2,7.2,16.1,11.4,3,3,3,1,1,1,11.44,2
13,3,2010,2,5999,950,45,1,3,-0.9,5.5,2.3,4,24,12.9,4.9,18.5,10.6,3,3,3,1,1,1,11.47,16
14,3,2010,2,5999,950,45,1,3,0.6,7.4,4,6,36,14.6,5.4,28.6,10.6,3,3,3,1,1,1,11.50,4
15,3,2010,2,5999,950,45,1,3,0.2,7.4,3.8,7,41,14.1,6.8,33.6,10.3,3,3,3,1,1,1,11.53,8
16,3,2010,2,5999,950,45,1,3,2.2,7.5,4.9,7,21,13.1,4.8,13.5,8.2,3,3,3,1,1,1,11.56,6
17,3,2010,2,5999,950,45,1,3,3.5,7.7,5.6,9,24,13.9,5.5,16.3,8.3,3,3,3,1,1,1,11.59,16
18,3,2010,2,5999,950,45,1,3,2.5,7.5,5,7,18,12.9,4.5,10.5,7.9,3,3,3,1,1,1,12.02,8
19,3,2010,2,5999,950,45,1,2,3.1,6.4,4.8,11,18,13.9,7.9,11.6,9.1,3,3,3,1,1,1,12.06,20
20,3,2010,2,5999,950,45,1,1,4.9,6.8,5.9,12,14,12.7,7.1,7.2,6.8,3,3,3,1,1,1,12.08,18
21,3,2010,2,5999,950,45,1,3,6.3,8.7,7.5,13,16,14.1,6.7,7.3,6.6,3,3,3,1,1,1,12.11,10
22,3,2010,2,5999,950,45,1,2,6.5,10.9,8.7,13,26,15.8,6.5,15.1,7.1,3,3,3,1,1,1,12.14,20
23,3,2010,2,5999,950,45,1,2,4.2,12.4,8.3,13,28,17.9,8.8,15.6,9.6,3,3,3,1,1,1,12.18,8
24,3,2010,2,5999,950,45,1,2,5.3,14.5,9.9,11,23,16.7,5.7,8.5,6.8,3,3,3,1,1,1,12.21,8
25,3,2010,2,5999,950,45,1,2,8.1,13.4,10.8,13,25,18.0,4.9,11.6,7.2,3,3,3,1,1,1,12.24,14
26,3,2010,2,5999,950,45,1,3,6.3,8.7,7.5,12,18,15.0,5.7,9.3,7.5,3,3,3,1,1,1,12.26,0
27,3,2010,2,5999,950,,2,3,4.8,8.3,6.6,11,19,14.0,6.2,10.7,7.4,3,3,3,1,1,1,12.30,20
28,3,2010,2,5999,950,45,1,3,4.5,9.8,7.2,12,28,16.5,7.5,18.2,9.3,3,3,3,1,1,1,12.33,18
29,3,2010,2,5999,950,45,1,2,5.2,11.4,8.3,11,21,15.9,5.8,9.6,7.6,3,3,3,1,1,1,12.36,12
30,3,2010,2,5999,950,45,1,2,5.1,8.7,6.9,10,14,12.4,4.9,5.3,5.5,3,3,3,1,1,1,12.39,20
31,3,2010,2,5999,950,45,1,2,3.9,6.3,5.1,10,16,12.6,6.1,9.7,7.5,3,3,3,1,1,1,12.41,8
1,4,2010,2,5999,950,45,1,3,2.9,6.8,4.9,10,14,11.4,7.1,7.2,6.5,3,3,3,1,1,1,12.45,18
2,4,2010,2,5999,950,45,1,3,2.3,7.1,4.7,11,23,13.9,8.7,15.9,9.2,3,3,3,1,1,1,12.48,2
3,4,2010,2,5999,950,35,1,3,3.8,8,5.9,10,22,14.7,6.2,14.0,8.8,3,3,3,1,1,1,12.51,8
4,4,2010,2,5999,950,45,1,3,4,6.4,5.2,11,16,13.1,7.0,9.6,7.9,3,3,3,1,1,1,12.54,12
5,4,2010,2,5999,950,45,1,1,2.1,8.4,5.3,10,18,12.8,7.9,9.6,7.5,3,3,3,1,1,1,12.56,10
6,4,2010,2,5999,950,54,1,3,4.6,12.5,8.6,11,23,17.2,6.4,10.5,8.6,3,3,3,1,1,1,13.00,22
